dayID,date,title,title_tokenized,title_cleaned
45,2019-02-28,Chlebie najcichszy,"['chlebie', 'najcichszy']",chlebie najcichszy
45,2019-02-28, Hymn Etiopski (Chleb niebiański),"['hymn', 'etiopski', 'chleb', 'niebiański']",hymn etiopski chleb niebiański
45,2019-02-28, Wody Jordanu,"['wody', 'jordanu']",wody jordanu
45,2019-02-28, Bóg nasz Pan jest dobry cały czas,"['bóg', 'nasz', 'pan', 'jest', 'dobry', 'cały', 'czas']",bóg nasz pan jest dobry cały czas
45,2019-02-28,Idź w pokoju,"['idź', 'w', 'pokoju']",idź w pokoju
45,2019-02-28, Ukaż mi Panie swą twarz,"['ukaż', 'mi', 'panie', 'swą', 'twarz']",ukaż mi panie swą twarz
46,2019-03-03, Wykrzykujcie na cześć Pana,"['wykrzykujcie', 'na', 'cześć', 'pana']",wykrzykujcie na cześć pana
46,2019-03-03, Panie mój przychodzę dziś,"['panie', 'mój', 'przychodzę', 'dziś']",panie mój przychodzę dziś
46,2019-03-03, Twoja miłość jak ciepły deszcz,"['twoja', 'miłość', 'jak', 'ciepły', 'deszcz']",twoja miłość jak ciepły deszcz
46,2019-03-03, Dzięki Ci Panie za ciało Twe i krew,"['dzięki', 'ci', 'panie', 'za', 'ciało', 'twe', 'i', 'krew']",dzięki ci panie za ciało twe i krew
46,2019-03-03, Zbawca,['zbawca'],zbawca
46,2019-03-03, Chwała Ojcu i Synowi i Duchowi Św,"['chwała', 'ojcu', 'i', 'synowi', 'i', 'duchowi', 'św']",chwała ojcu i synowi i duchowi św
46,2019-03-03,Jak dobrze jest dziękować Ci,"['jak', 'dobrze', 'jest', 'dziękować', 'ci']",jak dobrze jest dziękować ci
47,2019-03-04," Boże mój, Boże szukam Ciebie ","['boże', 'mój', 'boże', 'szukam', 'ciebie']",boże mój boże szukam ciebie
47,2019-03-04, O piękności nie stworzona,"['o', 'piękności', 'nie', 'stworzona']",o piękności nie stworzona
47,2019-03-04, Nie zabraknie mi nigdy chleba,"['nie', 'zabraknie', 'mi', 'nigdy', 'chleba']",nie zabraknie mi nigdy chleba
47,2019-03-04, Chrystus Pan Boży Syn,"['chrystus', 'pan', 'boży', 'syn']",chrystus pan boży syn
47,2019-03-04," Zbawiciel, On porusza góry ","['zbawiciel', 'on', 'porusza', 'góry']",zbawiciel on porusza góry
48,2019-03-05, Być bliżej Ciebie chcę,"['być', 'bliżej', 'ciebie', 'chcę']",być bliżej ciebie chcę
48,2019-03-05, Oczekuję Ciebie Panie ,"['oczekuję', 'ciebie', 'panie']",oczekuję ciebie panie
48,2019-03-05," O Panie, Ty nam dajesz Ciało Swe i Krew","['o', 'panie', 'ty', 'nam', 'dajesz', 'ciało', 'swe', 'i', 'krew']",o panie ty nam dajesz ciało swe i krew
48,2019-03-05," Pan wywyższony, nasz Król wywyższony","['pan', 'wywyższony', 'nasz', 'król', 'wywyższony']",pan wywyższony nasz król wywyższony
48,2019-03-05," Memu Bogu, Królowi","['memu', 'bogu', 'królowi']",memu bogu królowi
49,2019-03-07,Bądź mi litosciw,"['bądź', 'mi', 'litosciw']",bądź mi litosciw
49,2019-03-07, Tak mnie skrusz,"['tak', 'mnie', 'skrusz']",tak mnie skrusz
49,2019-03-07, Dzielmy się wiarą jak chlebem,"['dzielmy', 'się', 'wiarą', 'jak', 'chlebem']",dzielmy się wiarą jak chlebem
49,2019-03-07, Prawda Jedyna,"['prawda', 'jedyna']",prawda jedyna
49,2019-03-07, Boże Twa Łaska ,"['boże', 'twa', 'łaska']",boże twa łaska
50,2019-03-10, Jezu Chruste Panie miły,"['jezu', 'chruste', 'panie', 'miły']",jezu chruste panie miły
50,2019-03-10, Niech oblicze Twe,"['niech', 'oblicze', 'twe']",niech oblicze twe
50,2019-03-10, Wierzę w Ciebie Panie,"['wierzę', 'w', 'ciebie', 'panie']",wierzę w ciebie panie
50,2019-03-10, Ukojenie,['ukojenie'],ukojenie
50,2019-03-10, Rozpięty na ramionach,"['rozpięty', 'na', 'ramionach']",rozpięty na ramionach
51,2019-03-11, O krwi najdroższa,"['o', 'krwi', 'najdroższa']",o krwi najdroższa
51,2019-03-11, Łaską jesteśmy zbawieni,"['łaską', 'jesteśmy', 'zbawieni']",łaską jesteśmy zbawieni
51,2019-03-11, Miłujcie się wzajemnie ,"['miłujcie', 'się', 'wzajemnie']",miłujcie się wzajemnie
51,2019-03-11, Uwielbiam Twoje imię,"['uwielbiam', 'twoje', 'imię']",uwielbiam twoje imię
51,2019-03-11, Matka która pod krzyżem stała ,"['matka', 'która', 'pod', 'krzyżem', 'stała']",matka która pod krzyżem stała
52,2019-03-12, Miłosierdzie Boga Najwyższego,"['miłosierdzie', 'boga', 'najwyższego']",miłosierdzie boga najwyższego
52,2019-03-12, Duchu miłości wylewaj się na nas,"['duchu', 'miłości', 'wylewaj', 'się', 'na', 'nas']",duchu miłości wylewaj się na nas
52,2019-03-12, Chrystus Pan karmi nas,"['chrystus', 'pan', 'karmi', 'nas']",chrystus pan karmi nas
52,2019-03-12, Błogosławcie Pana,"['błogosławcie', 'pana']",błogosławcie pana
52,2019-03-12, Ty jesteś skałą zbawienia mego,"['ty', 'jesteś', 'skałą', 'zbawienia', 'mego']",ty jesteś skałą zbawienia mego
53,2019-03-13," Jeśli masz (Matka, która pod krzyżem stała)","['jeśli', 'masz', 'matka', 'która', 'pod', 'krzyżem', 'stała']",jeśli masz matka która pod krzyżem stała
53,2019-03-13, Tak mnie skrusz,"['tak', 'mnie', 'skrusz']",tak mnie skrusz
53,2019-03-13, Wodę zamieniłeś w wino,"['wodę', 'zamieniłeś', 'w', 'wino']",wodę zamieniłeś w wino
53,2019-03-13, Być bliżej Ciebie chcę,"['być', 'bliżej', 'ciebie', 'chcę']",być bliżej ciebie chcę
53,2019-03-13,Ucisz burzę,"['ucisz', 'burzę']",ucisz burzę
54,2019-03-14, Krzyżu Święty,"['krzyżu', 'święty']",krzyżu święty
54,2019-03-14, Uwielbiam Twoje imię,"['uwielbiam', 'twoje', 'imię']",uwielbiam twoje imię
54,2019-03-14, Błogosławcie Pana,"['błogosławcie', 'pana']",błogosławcie pana
54,2019-03-14, Ucisz burzę ,"['ucisz', 'burzę']",ucisz burzę
55,2019-03-18, Podnieś mnie Jezu,"['podnieś', 'mnie', 'jezu']",podnieś mnie jezu
55,2019-03-18, kim jesteś Ty Panie,"['kim', 'jesteś', 'ty', 'panie']",kim jesteś ty panie
55,2019-03-18, Krzyżu Chrystusa badze pochwalony,"['krzyżu', 'chrystusa', 'badze', 'pochwalony']",krzyżu chrystusa badze pochwalony
55,2019-03-18, Chrystus Pan Boży Syn,"['chrystus', 'pan', 'boży', 'syn']",chrystus pan boży syn
55,2019-03-18, Jakże pójdziemy za Tobą Chrystusie ,"['jakże', 'pójdziemy', 'za', 'tobą', 'chrystusie']",jakże pójdziemy za tobą chrystusie
56,2019-03-19," Do mnie wróć, zbawie Cię","['do', 'mnie', 'wróć', 'zbawie', 'cię']",do mnie wróć zbawie cię
56,2019-03-19, Misericordias Domini,"['misericordias', 'domini']",misericordias domini
56,2019-03-19, Chlebie żywy,"['chlebie', 'żywy']",chlebie żywy
56,2019-03-19, Prawda Jedyna ,"['prawda', 'jedyna']",prawda jedyna
56,2019-03-19, Zaprowadz mnie tam,"['zaprowadz', 'mnie', 'tam']",zaprowadz mnie tam
57,2019-03-22, Bliskie jest królestwo Boże ,"['bliskie', 'jest', 'królestwo', 'boże']",bliskie jest królestwo boże
57,2019-03-22," O Jezu, cichy i pokorny ","['o', 'jezu', 'cichy', 'i', 'pokorny']",o jezu cichy i pokorny
57,2019-03-22,Skosztujcie i zobaczcie,"['skosztujcie', 'i', 'zobaczcie']",skosztujcie i zobaczcie
57,2019-03-22, Ty jesteś chlebem żywym  ,"['ty', 'jesteś', 'chlebem', 'żywym']",ty jesteś chlebem żywym
57,2019-03-22, Wisi na krzyżu ,"['wisi', 'na', 'krzyżu']",wisi na krzyżu
58,2019-03-21, Ogrodzie Oliwny,"['ogrodzie', 'oliwny']",ogrodzie oliwny
58,2019-03-21,Ofiaruje Tobie Panie mój,"['ofiaruje', 'tobie', 'panie', 'mój']",ofiaruje tobie panie mój
58,2019-03-21, Chlebie najcieńszy,"['chlebie', 'najcieńszy']",chlebie najcieńszy
58,2019-03-21, Będę śpiewał Tobie nocy moja,"['będę', 'śpiewał', 'tobie', 'nocy', 'moja']",będę śpiewał tobie nocy moja
58,2019-03-21, Jak ożywczy deszcz ,"['jak', 'ożywczy', 'deszcz']",jak ożywczy deszcz
59,2019-03-24, Bliskie jest królestwo Boże,"['bliskie', 'jest', 'królestwo', 'boże']",bliskie jest królestwo boże
59,2019-03-24, Tak mnie skrusz,"['tak', 'mnie', 'skrusz']",tak mnie skrusz
59,2019-03-24, Skosztujcie i Zobaczcie,"['skosztujcie', 'i', 'zobaczcie']",skosztujcie i zobaczcie
59,2019-03-24, Kto spragniony jest,"['kto', 'spragniony', 'jest']",kto spragniony jest
59,2019-03-24, Dzięki Ci Panie,"['dzięki', 'ci', 'panie']",dzięki ci panie
59,2019-03-24, Ty jesteś skałą,"['ty', 'jesteś', 'skałą']",ty jesteś skałą
59,2019-03-24, Oto Ja poślij mnie,"['oto', 'ja', 'poślij', 'mnie']",oto ja poślij mnie
59,2019-03-24,Idź w pokoju,"['idź', 'w', 'pokoju']",idź w pokoju
60,2019-03-25," Matka, która pod krzyżem stała","['matka', 'która', 'pod', 'krzyżem', 'stała']",matka która pod krzyżem stała
60,2019-03-25, W Tobie jest światło,"['w', 'tobie', 'jest', 'światło']",w tobie jest światło
60,2019-03-25, Ty jesteś chlebem żywym ,"['ty', 'jesteś', 'chlebem', 'żywym']",ty jesteś chlebem żywym
60,2019-03-25, Kto spragniony jest,"['kto', 'spragniony', 'jest']",kto spragniony jest
60,2019-03-25, Wielbimy Cię,"['wielbimy', 'cię']",wielbimy cię
60,2019-03-25, Krzyżu święty,"['krzyżu', 'święty']",krzyżu święty
60,2019-03-25, Idź w pokoju,"['idź', 'w', 'pokoju']",idź w pokoju
61,2019-03-26, Każdy spragniony,"['każdy', 'spragniony']",każdy spragniony
61,2019-03-26, Misericordias domini,"['misericordias', 'domini']",misericordias domini
61,2019-03-26, Chrystus Pan karmi nas,"['chrystus', 'pan', 'karmi', 'nas']",chrystus pan karmi nas
61,2019-03-26, Przyjacielu ,['przyjacielu'],przyjacielu
61,2019-03-26, Dobranoc glowo święta,"['dobranoc', 'glowo', 'święta']",dobranoc glowo święta
62,2019-03-28, Niechaj zstąpi duch Twój,"['niechaj', 'zstąpi', 'duch', 'twój']",niechaj zstąpi duch twój
62,2019-03-28,Oto Bóg jest moim zbawieniem ,"['oto', 'bóg', 'jest', 'moim', 'zbawieniem']",oto bóg jest moim zbawieniem
62,2019-03-28, Podnieś mnie Jezu,"['podnieś', 'mnie', 'jezu']",podnieś mnie jezu
62,2019-03-28, Witaj pokarmie,"['witaj', 'pokarmie']",witaj pokarmie
62,2019-03-28, Nasz Bóg jest potężny w mocy swej/ Przed tronem Twym,"['nasz', 'bóg', 'jest', 'potężny', 'w', 'mocy', 'swej', 'przed', 'tronem', 'twym']",nasz bóg jest potężny w mocy swej przed tronem twym
62,2019-03-28, Jesteśmy piękni,"['jesteśmy', 'piękni']",jesteśmy piękni
62,2019-03-28, Zaprowadź mnie tam ,"['zaprowadź', 'mnie', 'tam']",zaprowadź mnie tam
63,2019-03-31, Krzyżu Chrystusa,"['krzyżu', 'chrystusa']",krzyżu chrystusa
63,2019-03-31," Boże, mój Boże szukam Ciebie","['boże', 'mój', 'boże', 'szukam', 'ciebie']",boże mój boże szukam ciebie
63,2019-03-31,Chlebie najcichszy ,"['chlebie', 'najcichszy']",chlebie najcichszy
63,2019-03-31, Zbliżam się w pokorze,"['zbliżam', 'się', 'w', 'pokorze']",zbliżam się w pokorze
63,2019-03-31, Jesteś miłością,"['jesteś', 'miłością']",jesteś miłością
63,2019-03-31, Prawda Jedyna ,"['prawda', 'jedyna']",prawda jedyna
64,2019-04-02, Wyprowadź mnie Panie na pustynię,"['wyprowadź', 'mnie', 'panie', 'na', 'pustynię']",wyprowadź mnie panie na pustynię
64,2019-04-02, W Tobie jest światło,"['w', 'tobie', 'jest', 'światło']",w tobie jest światło
64,2019-04-02,Kto spragniony jest,"['kto', 'spragniony', 'jest']",kto spragniony jest
64,2019-04-02, Wierzę w Ciebie Panie ,"['wierzę', 'w', 'ciebie', 'panie']",wierzę w ciebie panie
64,2019-04-02," Niepojęty, niezmierzony","['niepojęty', 'niezmierzony']",niepojęty niezmierzony
64,2019-04-02," Nie bójcie się żyć dla miłości, dla tej miłości warto żyć","['nie', 'bójcie', 'się', 'żyć', 'dla', 'miłości', 'dla', 'tej', 'miłości', 'warto', 'żyć']",nie bójcie się żyć dla miłości dla tej miłości warto żyć
65,2019-04-03, Gdy klęczę przed Tobą,"['gdy', 'klęczę', 'przed', 'tobą']",gdy klęczę przed tobą
65,2019-04-03, Dotknij Panie moich oczu,"['dotknij', 'panie', 'moich', 'oczu']",dotknij panie moich oczu
65,2019-04-03, Chlebie Najcichszy,"['chlebie', 'najcichszy']",chlebie najcichszy
65,2019-04-03, W Tobie jest światło,"['w', 'tobie', 'jest', 'światło']",w tobie jest światło
65,2019-04-03,Każdy spragniony,"['każdy', 'spragniony']",każdy spragniony
66,2019-04-04, Ci którzy Jahwe ufają,"['ci', 'którzy', 'jahwe', 'ufają']",ci którzy jahwe ufają
66,2019-04-04, Tak mnie skrusz tak mnie złam,"['tak', 'mnie', 'skrusz', 'tak', 'mnie', 'złam']",tak mnie skrusz tak mnie złam
66,2019-04-04, Duszo Chrystusowa,"['duszo', 'chrystusowa']",duszo chrystusowa
66,2019-04-04, Chwalę Ciebie Panie,"['chwalę', 'ciebie', 'panie']",chwalę ciebie panie
66,2019-04-04, Duchu Święty przyjdź,"['duchu', 'święty', 'przyjdź']",duchu święty przyjdź
67,2019-04-05, Kiedy masz chwile smutne,"['kiedy', 'masz', 'chwile', 'smutne']",kiedy masz chwile smutne
67,2019-04-05, Jedyny Pan prawdziwy Bóg,"['jedyny', 'pan', 'prawdziwy', 'bóg']",jedyny pan prawdziwy bóg
67,2019-04-05, Kiedyś wino i krew,"['kiedyś', 'wino', 'i', 'krew']",kiedyś wino i krew
67,2019-04-05, Uwielbiam twoje imię,"['uwielbiam', 'twoje', 'imię']",uwielbiam twoje imię
67,2019-04-05, Ludu mój ludu,"['ludu', 'mój', 'ludu']",ludu mój ludu
68,2019-04-07, Przybądź Święty Niepojęty,"['przybądź', 'święty', 'niepojęty']",przybądź święty niepojęty
68,2019-04-07, Podnieś mnie Jezu,"['podnieś', 'mnie', 'jezu']",podnieś mnie jezu
68,2019-04-07, Chleb niebiański (hymn etiopski),"['chleb', 'niebiański', 'hymn', 'etiopski']",chleb niebiański hymn etiopski
68,2019-04-07, Chrystus Pan Boży Syn,"['chrystus', 'pan', 'boży', 'syn']",chrystus pan boży syn
68,2019-04-07, Nie użyczę snu moim oczom (modlitwa przed zaśnięciem),"['nie', 'użyczę', 'snu', 'moim', 'oczom', 'modlitwa', 'przed', 'zaśnięciem']",nie użyczę snu moim oczom modlitwa przed zaśnięciem
69,2019-04-09, Do mnie wróć,"['do', 'mnie', 'wróć']",do mnie wróć
69,2019-04-09, O Panie Ty nam dajesz,"['o', 'panie', 'ty', 'nam', 'dajesz']",o panie ty nam dajesz
69,2019-04-09,Dobranoc glowo święta,"['dobranoc', 'glowo', 'święta']",dobranoc glowo święta
69,2019-04-09,Ty jesteś skała zbawienia,"['ty', 'jesteś', 'skała', 'zbawienia']",ty jesteś skała zbawienia
70,2019-04-11, Rozpięty na ramionach,"['rozpięty', 'na', 'ramionach']",rozpięty na ramionach
70,2019-04-11, Oto Bóg jest moim zbawieniem ,"['oto', 'bóg', 'jest', 'moim', 'zbawieniem']",oto bóg jest moim zbawieniem
70,2019-04-11, Skosztujcie i zobaczcie,"['skosztujcie', 'i', 'zobaczcie']",skosztujcie i zobaczcie
70,2019-04-11, Niechaj Cię Panie,"['niechaj', 'cię', 'panie']",niechaj cię panie
70,2019-04-11, Chwal Adonai/ Chwalcie Pana niebios,"['chwal', 'adonai', 'chwalcie', 'pana', 'niebios']",chwal adonai chwalcie pana niebios
70,2019-04-11, Ucisz burzę/ Modlitwa przed snem,"['ucisz', 'burzę', 'modlitwa', 'przed', 'snem']",ucisz burzę modlitwa przed snem
71,2019-04-14, Hosanna Synowi Dawida,"['hosanna', 'synowi', 'dawida']",hosanna synowi dawida
71,2019-04-14,Palmy: Chrystus wodzem,"['palmy', 'chrystus', 'wodzem']",palmy chrystus wodzem
71,2019-04-14, O Jezu cichy i pokorny,"['o', 'jezu', 'cichy', 'i', 'pokorny']",o jezu cichy i pokorny
71,2019-04-14, Witaj pokarmie,"['witaj', 'pokarmie']",witaj pokarmie
71,2019-04-14, Być bliżej ciebie chcę,"['być', 'bliżej', 'ciebie', 'chcę']",być bliżej ciebie chcę
71,2019-04-14, Błogosławcie pana wszystkie jego dzieła,"['błogosławcie', 'pana', 'wszystkie', 'jego', 'dzieła']",błogosławcie pana wszystkie jego dzieła
71,2019-04-14, Jaśnieje Krzyż,"['jaśnieje', 'krzyż']",jaśnieje krzyż
71,2019-04-14, Jezu tyś jest światłością mej duszy,"['jezu', 'tyś', 'jest', 'światłością', 'mej', 'duszy']",jezu tyś jest światłością mej duszy
72,2019-04-16, Zawitaj ukrzyżowany,"['zawitaj', 'ukrzyżowany']",zawitaj ukrzyżowany
72,2019-04-16, Tak mnie skrusz,"['tak', 'mnie', 'skrusz']",tak mnie skrusz
72,2019-04-16, Być bliżej Ciebie chce,"['być', 'bliżej', 'ciebie', 'chce']",być bliżej ciebie chce
72,2019-04-16, Jezus daje nam zbawienie ,"['jezus', 'daje', 'nam', 'zbawienie']",jezus daje nam zbawienie
72,2019-04-16, Nie użycze snu moim oczom,"['nie', 'użycze', 'snu', 'moim', 'oczom']",nie użycze snu moim oczom
73,2019-04-23, Chrystus zmartwychwstan jest,"['chrystus', 'zmartwychwstan', 'jest']",chrystus zmartwychwstan jest
73,2019-04-23, Oto są Baranki młode,"['oto', 'są', 'baranki', 'młode']",oto są baranki młode
73,2019-04-23, Oto jest dzień,"['oto', 'jest', 'dzień']",oto jest dzień
73,2019-04-23, Radośnie Panu hymn,"['radośnie', 'panu', 'hymn']",radośnie panu hymn
73,2019-04-23, Zmartwychwstał Pan,"['zmartwychwstał', 'pan']",zmartwychwstał pan
74,2019-04-25, Zmartwychwstał Pan,"['zmartwychwstał', 'pan']",zmartwychwstał pan
74,2019-04-25, Sekwencja wielkanonca po psalmie ,"['sekwencja', 'wielkanonca', 'po', 'psalmie']",sekwencja wielkanonca po psalmie
74,2019-04-25, Panie mój przychodzę dziś,"['panie', 'mój', 'przychodzę', 'dziś']",panie mój przychodzę dziś
74,2019-04-25, Skosztujcie i zobaczcie,"['skosztujcie', 'i', 'zobaczcie']",skosztujcie i zobaczcie
74,2019-04-25, Jezus Zwyciężył,"['jezus', 'zwyciężył']",jezus zwyciężył
74,2019-04-25, Twoja miłośc,"['twoja', 'miłośc']",twoja miłośc
75,2019-04-28, Oto jest dzień,"['oto', 'jest', 'dzień']",oto jest dzień
75,2019-04-28, Niech oblicze Twe,"['niech', 'oblicze', 'twe']",niech oblicze twe
75,2019-04-28, Przychodzisz Panie mimo drzwi zamkniętych,"['przychodzisz', 'panie', 'mimo', 'drzwi', 'zamkniętych']",przychodzisz panie mimo drzwi zamkniętych
75,2019-04-28, Dzielmy się wiarą jak chlebem,"['dzielmy', 'się', 'wiarą', 'jak', 'chlebem']",dzielmy się wiarą jak chlebem
75,2019-04-28, Nasz Bóg jest wielki,"['nasz', 'bóg', 'jest', 'wielki']",nasz bóg jest wielki
75,2019-04-28, Zmartwychwstał Pan,"['zmartwychwstał', 'pan']",zmartwychwstał pan
76,2019-04-29, Otwórz me oczy o Panie,"['otwórz', 'me', 'oczy', 'o', 'panie']",otwórz me oczy o panie
76,2019-04-29, Twoja miłość jak ciepły deszcz,"['twoja', 'miłość', 'jak', 'ciepły', 'deszcz']",twoja miłość jak ciepły deszcz
76,2019-04-29, Oto są baranki młode,"['oto', 'są', 'baranki', 'młode']",oto są baranki młode
76,2019-04-29, Alleluja (Niech zabrzmi Panu),"['alleluja', 'niech', 'zabrzmi', 'panu']",alleluja niech zabrzmi panu
76,2019-04-29, Jezus zwyciężył to wykonało się,"['jezus', 'zwyciężył', 'to', 'wykonało', 'się']",jezus zwyciężył to wykonało się
77,2019-04-30, Otwórz me oczy o Panie,"['otwórz', 'me', 'oczy', 'o', 'panie']",otwórz me oczy o panie
77,2019-04-30, Ofiaruję Tobie Panie mój,"['ofiaruję', 'tobie', 'panie', 'mój']",ofiaruję tobie panie mój
77,2019-04-30, Chlebie najcichszy ,"['chlebie', 'najcichszy']",chlebie najcichszy
77,2019-04-30, Boże twa łaska nad nami jest,"['boże', 'twa', 'łaska', 'nad', 'nami', 'jest']",boże twa łaska nad nami jest
77,2019-04-30, Oto są baranki młode,"['oto', 'są', 'baranki', 'młode']",oto są baranki młode
78,2019-05-05, Wzywam Cię,"['wzywam', 'cię']",wzywam cię
78,2019-05-05, Oto stoję u drzwi,"['oto', 'stoję', 'u', 'drzwi']",oto stoję u drzwi
78,2019-05-05, Chlebie najcichszy,"['chlebie', 'najcichszy']",chlebie najcichszy
78,2019-05-05, Niechaj Cię Panie,"['niechaj', 'cię', 'panie']",niechaj cię panie
78,2019-05-05, Zaprowadź mnie tam,"['zaprowadź', 'mnie', 'tam']",zaprowadź mnie tam
79,2019-05-06,Wesel się Królowo miła,"['wesel', 'się', 'królowo', 'miła']",wesel się królowo miła
79,2019-05-06, Dzielmy się wiarą jak chlebem,"['dzielmy', 'się', 'wiarą', 'jak', 'chlebem']",dzielmy się wiarą jak chlebem
79,2019-05-06, Oto ja poślij mnie,"['oto', 'ja', 'poślij', 'mnie']",oto ja poślij mnie
79,2019-05-06, Zmartwychwstał Pan,"['zmartwychwstał', 'pan']",zmartwychwstał pan
79,2019-05-06, Pozwól mi przyjść do Ciebie ,"['pozwól', 'mi', 'przyjść', 'do', 'ciebie']",pozwól mi przyjść do ciebie
80,2019-05-07, Gwiazdo śliczna wspaniala,"['gwiazdo', 'śliczna', 'wspaniala']",gwiazdo śliczna wspaniala
80,2019-05-07, Dotknij Panie moich oczu,"['dotknij', 'panie', 'moich', 'oczu']",dotknij panie moich oczu
80,2019-05-07, Chrystus Pan karmi nas ,"['chrystus', 'pan', 'karmi', 'nas']",chrystus pan karmi nas
80,2019-05-07, Tobie chór aniołów,"['tobie', 'chór', 'aniołów']",tobie chór aniołów
80,2019-05-07, Z dawna Polski Tys Królowa,"['z', 'dawna', 'polski', 'tys', 'królowa']",z dawna polski tys królowa
81,2019-05-09," Duchu Święty wołam, przyjdź","['duchu', 'święty', 'wołam', 'przyjdź']",duchu święty wołam przyjdź
81,2019-05-09, Ty jesteś chlebem żywym ,"['ty', 'jesteś', 'chlebem', 'żywym']",ty jesteś chlebem żywym
81,2019-05-09, Hymn Etiopski (Chleb niebiański),"['hymn', 'etiopski', 'chleb', 'niebiański']",hymn etiopski chleb niebiański
81,2019-05-09, Błogosław duszo moja Pana,"['błogosław', 'duszo', 'moja', 'pana']",błogosław duszo moja pana
81,2019-05-09, Memu Bogu Królowi,"['memu', 'bogu', 'królowi']",memu bogu królowi
81,2019-05-09, Idź w pokoju ,"['idź', 'w', 'pokoju']",idź w pokoju
82,2019-05-12, Pan jest moim pasterzem,"['pan', 'jest', 'moim', 'pasterzem']",pan jest moim pasterzem
82,2019-05-12, każdy spragniony ,"['każdy', 'spragniony']",każdy spragniony
82,2019-05-12, Pasterzem moim jest pan,"['pasterzem', 'moim', 'jest', 'pan']",pasterzem moim jest pan
82,2019-05-12, chleb niebieski,"['chleb', 'niebieski']",chleb niebieski
82,2019-05-12,Wykrzykujcie na cześć Pana,"['wykrzykujcie', 'na', 'cześć', 'pana']",wykrzykujcie na cześć pana
82,2019-05-12, Maryjo wołamy Ciebie,"['maryjo', 'wołamy', 'ciebie']",maryjo wołamy ciebie
82,2019-05-12, Nie użyczę snu,"['nie', 'użyczę', 'snu']",nie użyczę snu
83,2019-05-14, Zawitaj Królowo,"['zawitaj', 'królowo']",zawitaj królowo
83,2019-05-14, Oczekuje Ciebie Panie,"['oczekuje', 'ciebie', 'panie']",oczekuje ciebie panie
83,2019-05-14, Panie dobry jak chleb,"['panie', 'dobry', 'jak', 'chleb']",panie dobry jak chleb
83,2019-05-14, Nie ma za trudnych spraw,"['nie', 'ma', 'za', 'trudnych', 'spraw']",nie ma za trudnych spraw
83,2019-05-14, Maryjo wołaj we mnie,"['maryjo', 'wołaj', 'we', 'mnie']",maryjo wołaj we mnie
84,2019-05-19, Pokorna służebnico Pana,"['pokorna', 'służebnico', 'pana']",pokorna służebnico pana
84,2019-05-19, Jesteś królem,"['jesteś', 'królem']",jesteś królem
84,2019-05-19,Witaj pokarmie,"['witaj', 'pokarmie']",witaj pokarmie
84,2019-05-19, Oto są baranki,"['oto', 'są', 'baranki']",oto są baranki
84,2019-05-19, Niechaj Cię Panie,"['niechaj', 'cię', 'panie']",niechaj cię panie
84,2019-05-19,Stoję dziś,"['stoję', 'dziś']",stoję dziś
84,2019-05-19, Każdy dzień upewnia mnie,"['każdy', 'dzień', 'upewnia', 'mnie']",każdy dzień upewnia mnie
85,2019-05-16, Cała Ziemio wołaj,"['cała', 'ziemio', 'wołaj']",cała ziemio wołaj
85,2019-05-16, Niechaj Cię Panie,"['niechaj', 'cię', 'panie']",niechaj cię panie
85,2019-05-16, Chleb niebiański,"['chleb', 'niebiański']",chleb niebiański
85,2019-05-16, Zbawca,['zbawca'],zbawca
85,2019-05-16, Bóg nasz Pan,"['bóg', 'nasz', 'pan']",bóg nasz pan
85,2019-05-16, Idź w pokoju,"['idź', 'w', 'pokoju']",idź w pokoju
86,2019-05-20, Maryjo Matko mojego wezwania,"['maryjo', 'matko', 'mojego', 'wezwania']",maryjo matko mojego wezwania
86,2019-05-20, Oczekuję Ciebie Panie,"['oczekuję', 'ciebie', 'panie']",oczekuję ciebie panie
86,2019-05-20, Stoisz u naszych drzwi,"['stoisz', 'u', 'naszych', 'drzwi']",stoisz u naszych drzwi
86,2019-05-20, Oddajmy cześć,"['oddajmy', 'cześć']",oddajmy cześć
86,2019-05-20, Błogosławione jest imię Twe,"['błogosławione', 'jest', 'imię', 'twe']",błogosławione jest imię twe
87,2019-05-21, Pozdrawiam cię matko syna Bożego,"['pozdrawiam', 'cię', 'matko', 'syna', 'bożego']",pozdrawiam cię matko syna bożego
87,2019-05-21, Pokój wam,"['pokój', 'wam']",pokój wam
87,2019-05-21, Com przyrzekł Bogu,"['com', 'przyrzekł', 'bogu']",com przyrzekł bogu
87,2019-05-21, Niechaj cię Panie,"['niechaj', 'cię', 'panie']",niechaj cię panie
87,2019-05-21, Warto dla jednej miłości żyć,"['warto', 'dla', 'jednej', 'miłości', 'żyć']",warto dla jednej miłości żyć
